Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Metta World Peace\artesro01,2000,2017,F,6-6,260,November 13 1979,St. John's
Willie Worsley\worslwi01,1969,1969,G,5-9,175,November 13 1945,Texas-El Paso
Sam Worthen\worthsa01,1981,1982,G,6-5,195,January 17 1958,Marquette
James Worthy\worthja01,1983,1994,F,6-9,225,February 27 1961,UNC
Antoine Wright\wrighan01,2006,2011,G-F,6-7,210,February 6 1984,Texas A&M
Bracey Wright\wrighbr02,2006,2007,G,6-3,210,July 1 1984,Indiana
Brad Wright\wrighbr01,1987,1988,F,6-11,225,March 26 1962,UCLA
Brandan Wright\wrighbr03,2008,2018,F-C,6-10,210,October 5 1987,UNC
Chris Wright\wrighch01,2012,2014,F,6-8,226,September 30 1988,Dayton
Chris Wright\wrighch02,2013,2013,G,6-1,210,November 4 1989,Georgetown
Delon Wright\wrighde01,2016,2020,G,6-5,183,April 26 1992,Utah
Dorell Wright\wrighdo01,2005,2015,F-G,6-9,205,December 2 1985,
Howard Wright\wrighho02,1991,1993,F,6-8,220,December 20 1967,Stanford
Howie Wright\wrighho01,1971,1972,G,6-3,185,February 22 1947,Austin Peay State University
Joby Wright\wrighjo01,1973,1976,F-C,6-8,220,September 5 1950,Indiana
Julian Wright\wrighju01,2008,2011,F,6-8,225,May 20 1987,Kansas
Larry Wright\wrighla01,1977,1982,G,6-1,160,November 23 1954,Grambling State University
Leroy Wright\wrighle01,1968,1969,F,6-9,215,May 6 1938,University of the Pacific
Lonnie Wright\wrighlo01,1968,1972,G,6-2,205,January 23 1945,Colorado State
Lorenzen Wright\wrighlo02,1997,2009,F-C,6-11,225,November 4 1975,Memphis
Luther Wright\wrighlu01,1994,1994,C,7-2,270,September 22 1971,Seton Hall
Sharone Wright\wrighsh01,1995,1998,F-C,6-11,260,January 30 1973,Clemson
Tony Wroten\wroteto01,2013,2016,G,6-6,205,April 13 1993,Washington
Dennis Wuycik\wuycide01,1973,1975,F,6-6,215,March 29 1950,UNC
A.J. Wynder\wyndeaj01,1991,1991,G,6-2,180,September 11 1964,UMass Fairfield
