Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Aaron Brooks\brookaa01,2008,2018,G,6-0,161,January 14 1985,Oregon
Dillon Brooks\brookdi01,2018,2020,F-G,6-7,220,January 22 1996,Oregon
Kevin Brooks\brookke01,1992,1994,F,6-6,200,October 12 1969,LA-Lafayette
MarShon Brooks\brookma01,2012,2019,G-F,6-5,200,January 26 1989,Providence
Michael Brooks\brookmi01,1981,1988,F,6-7,220,August 17 1958,La Salle
Scott Brooks\brooksc01,1989,1998,G,5-11,165,July 31 1965,TCU University of California Irvine
Andre Brown\brownan01,2007,2009,F,6-9,245,May 12 1981,DePaul
Anthony Brown\brownan02,2016,2018,F-G,6-7,210,October 10 1992,Stanford
Bob Brown\brownbo01,1949,1950,F,6-4,205,November 12 1923,Miami University
Bobby Brown\brownbo02,2009,2018,G,6-2,175,September 24 1984,California State University Fullerton
Bruce Brown\brownbr01,2019,2020,G,6-4,202,August 15 1996,Miami (FL)
Charlie Brown\brownch02,2020,2020,G,6-6,199,February 2 1997,Saint Joseph's
Chucky Brown\brownch01,1990,2002,F,6-7,214,February 29 1968,NC State
Damone Brown\brownda02,2002,2005,F,6-9,200,June 28 1979,Syracuse
Darrell Brown\brownda01,1949,1949,F,6-2,175,March 14 1923,Humboldt State University
Dee Brown\brownde01,1991,2002,G,6-1,160,November 29 1968,Jacksonville University
Dee Brown\brownde03,2007,2009,G,6-0,185,August 17 1984,Illinois
Derrick Brown\brownde04,2010,2012,F,6-7,225,September 8 1987,Xavier
Devin Brown\brownde02,2003,2010,G,6-5,220,December 30 1978,University of Texas at San Antonio
Ernest Brown\browner01,2002,2002,C,7-0,244,May 17 1979,Indian Hills Community College
Fred Brown\brownfr01,1972,1984,G,6-3,182,August 7 1948,Iowa
George Brown\brownge01,1958,1958,F,6-6,190,October 30 1935,Wayne State University
Gerald Brown\brownge02,1999,1999,G,6-4,210,July 28 1975,Pepperdine
Harold Brown\brownha01,1947,1947,G,6-0,155,October 2 1923,University of Evansville
Jabari Brown\brownja01,2015,2015,G,6-4,215,December 18 1992,Oregon Missouri
Jaylen Brown\brownja02,2017,2020,F-G,6-6,223,October 24 1996,California
John Brown\brownjo01,1974,1980,F,6-7,220,December 14 1951,Missouri
Kedrick Brown\brownke01,2002,2005,G,6-7,222,March 18 1981,Okaloosa-Walton Community College
Kwame Brown\brownkw01,2002,2013,F,6-11,270,March 10 1982,
Larry Brown\brownla01,1968,1972,G,5-9,160,September 14 1940,UNC
Leon Brown\brownle01,1947,1947,F,6-3,190,October 12 1919,Wyoming
Lewis Brown\brownle02,1981,1981,C,6-11,225,February 19 1955,UNLV
Lorenzo Brown\brownlo01,2014,2019,G,6-5,189,August 26 1990,NC State
Marcus Brown\brownma01,1997,2000,G,6-3,185,April 3 1974,Murray State
Markel Brown\brownma02,2015,2018,G,6-3,190,January 29 1992,Oklahoma State
Mike Brown\brownmi01,1987,1997,C-F,6-9,257,July 19 1963,George Washington
Moses Brown\brownmo01,2020,2020,C,7-2,245,October 13 1999,UCLA
Myron Brown\brownmy01,1992,1992,G,6-3,180,November 3 1969,Slippery Rock University of Pennsylvania
P.J. Brown\brownpj01,1994,2008,F-C,6-11,225,October 14 1969,Louisiana Tech
Randy Brown\brownra02,1992,2003,G,6-2,190,May 22 1968,Houston New Mexico State
Raymond Brown\brownra01,1990,1990,F,6-8,220,July 5 1965,Mississippi State Idaho
Rickey Brown\brownri01,1981,1985,C-F,6-10,215,August 20 1958,Mississippi State
Roger Brown\brownro01,1968,1975,F-G,6-5,205,May 22 1942,Dayton
Roger Brown\brownro02,1973,1980,C,6-11,225,February 23 1950,Kansas
Shannon Brown\brownsh01,2007,2015,G,6-4,205,November 29 1985,Michigan State
Stan Brown\brownst01,1948,1952,F,6-3,200,June 27 1929,
Sterling Brown\brownst02,2018,2020,G,6-5,232,February 10 1995,SMU
Tierre Brown\brownti01,2002,2005,G,6-2,189,June 3 1979,McNeese State University
Tony Brown\brownto01,1985,1992,F-G,6-6,185,July 29 1960,Arkansas
Troy Brown\browntr01,2019,2020,G-F,6-6,215,July 28 1999,Oregon
Jim Browne\brownji01,1949,1950,C,6-10,235,January 1 1930,
Stanley Brundy\brundst01,1990,1990,F,6-6,210,November 13 1967,DePaul
Brian Brunkhorst\brunkbr01,1969,1969,F,6-6,208,June 12 1945,Marquette
George Bruns\brunsge01,1973,1973,G,6-0,160,August 30 1946,Manhattan College
Jalen Brunson\brunsja01,2019,2020,G,6-1,190,August 31 1996,Villanova
Rick Brunson\brunsri01,1998,2006,G,6-4,190,June 14 1972,Temple
NicolAs Brussino\brussni01,2017,2018,G-F,6-7,195,March 2 1993,
Em Bryant\bryanem01,1965,1972,G,6-1,175,November 4 1938,DePaul
Joe Bryant\bryanjo01,1976,1983,F-C,6-9,185,October 19 1954,La Salle
Kobe Bryant\bryanko01,1997,2016,G-F,6-6,212,August 23 1978,
Mark Bryant\bryanma01,1989,2003,F-C,6-9,245,April 25 1965,Seton Hall
Thomas Bryant\bryanth01,2018,2020,C,6-10,248,July 31 1997,Indiana
Wallace Bryant\bryanwa01,1984,1986,C,7-0,245,July 14 1959,San Francisco
Torgeir Bryn\brynto01,1990,1990,C,6-9,250,August 8 1964,Texas State University
George Bucci\buccige01,1976,1976,G,6-3,200,July 9 1953,Manhattan College
Joe Buckhalter\buckhjo01,1962,1963,F,6-7,210,August 1 1937,Tennessee State
Steve Bucknall\bucknst01,1990,1990,G,6-6,215,March 17 1966,UNC
Cleveland Buckner\buckncl01,1962,1963,F-C,6-9,210,August 17 1938,Jackson State University
Greg Buckner\buckngr01,2000,2009,G,6-4,210,September 16 1976,Clemson
Quinn Buckner\bucknqu01,1977,1986,G,6-3,190,August 20 1954,Indiana
Dave Budd\buddda01,1961,1965,F,6-6,205,October 28 1938,Wake Forest
Chase Budinger\budinch01,2010,2016,F,6-7,209,May 22 1988,Arizona
Walt Budko\budkowa01,1949,1952,F-C,6-5,220,July 30 1925,Columbia University
Jud Buechler\buechju01,1991,2002,F-G,6-6,220,June 19 1968,Arizona
Rodney Buford\buforro01,2000,2005,G-F,6-5,189,November 2 1977,Creighton
Matt Bullard\bullama01,1991,2002,F,6-10,215,June 5 1967,Colorado Iowa
Reggie Bullock\bullore01,2014,2019,G-F,6-6,200,March 16 1991,UNC
Larry Bunce\buncela01,1968,1969,C,7-0,240,July 29 1945,Utah State University
Greg Bunch\bunchgr01,1979,1979,F,6-6,190,May 15 1956,California State University Fullerton
Dick Bunt\buntdi01,1953,1953,G,6-0,170,July 13 1930,NYU
Bill Buntin\buntibi01,1966,1966,C-F,6-7,250,May 5 1942,Michigan
Bill Bunting\buntibi02,1970,1972,F-C,6-8,200,August 26 1947,UNC
Ticky Burden\burdeti01,1976,1978,G,6-2,185,February 28 1953,Utah
Pat Burke\burkepa01,2003,2007,C-F,6-11,250,December 14 1973,Auburn
Trey Burke\burketr01,2014,2020,G,6-0,175,November 12 1992,Michigan
Roger Burkman\burkmro01,1982,1982,G,6-5,175,May 22 1958,Louisville
Alec Burks\burksal01,2012,2020,G,6-6,214,July 20 1991,Colorado
Antonio Burks\burksan01,2005,2006,G,6-1,200,February 25 1980,Memphis
Kevin Burleson\burleke01,2006,2006,G,6-3,205,April 9 1979,Minnesota
Tom Burleson\burleto01,1975,1981,C,7-2,225,February 24 1952,NC State
Jack Burmaster\burmaja01,1950,1950,G,6-3,190,December 23 1926,Illinois
David Burns\burnsda01,1982,1982,G,6-2,180,July 3 1958,Saint Louis
Evers Burns\burnsev01,1994,1994,F,6-8,260,August 24 1971,Maryland
Jim Burns\burnsji01,1968,1968,G,6-3,195,September 21 1945,Northwestern
Scott Burrell\burresc01,1994,2001,G-F,6-7,218,January 12 1971,UConn
Art Burris\burriar01,1951,1952,F,6-5,220,April 7 1924,Tennessee
Junior Burrough\burroju01,1996,1996,F,6-8,242,January 18 1973,Virginia
Bob Burrow\burrobo01,1957,1958,C-F,6-7,228,June 29 1934,Kentucky
Deonte Burton\burtode02,2019,2020,G,6-4,240,January 31 1994,Marquette Iowa State
Ed Burton\burtoed01,1962,1965,F,6-6,225,August 13 1939,Michigan State
Willie Burton\burtowi01,1991,1999,F-G,6-8,210,May 26 1968,Minnesota
Steve Burtt\burttst01,1985,1993,G,6-2,185,November 5 1962,Iona College
Don Buse\busedo01,1973,1985,G,6-4,190,August 10 1950,University of Evansville
David Bustion\bustida01,1973,1973,F,6-8,215,August 30 1949,University of Denver
Donnie Butcher\butchdo01,1962,1966,G,6-2,200,February 8 1936,Pikeville College
Al Butler\butleal01,1962,1965,G,6-2,175,July 9 1938,Niagara University
Caron Butler\butleca01,2003,2016,F,6-7,228,March 13 1980,UConn
Greg Butler\butlegr01,1989,1991,C,6-11,240,March 11 1966,Stanford
Jackie Butler\butleja01,2005,2007,F-C,6-10,250,March 10 1985,
Jimmy Butler\butleji01,2012,2020,F-G,6-7,230,September 14 1989,Marquette
Mike Butler\butlemi01,1969,1972,G,6-2,170,October 22 1946,Memphis
Mitchell Butler\butlemi02,1994,2004,G-F,6-5,210,December 15 1970,UCLA
Rasual Butler\butlera01,2003,2016,F-G,6-7,215,May 23 1979,La Salle
Dwight Buycks\buyckdw01,2014,2018,G,6-3,190,March 6 1989,Marquette
Derrick Byars\byarsde01,2012,2012,F,6-7,220,April 25 1984,Virginia Vanderbilt
Andrew Bynum\bynuman01,2006,2014,C,7-0,285,October 27 1987,
Will Bynum\bynumwi01,2006,2015,G,6-0,185,January 4 1983,Arizona Georgia Tech
Walter Byrd\byrdwa01,1970,1970,F,6-7,205,,Temple
Marty Byrnes\byrnema01,1979,1983,F,6-7,215,April 30 1956,Syracuse
Tommy Byrnes\byrneto01,1947,1951,F-G,6-3,175,February 19 1923,Seton Hall
Michael Bytzura\bytzumi01,1947,1947,F,6-1,170,June 18 1922,Long Island University
