Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Doug Moe\moedo01,1968,1972,F-G,6-5,215,September 21 1938,UNC
Larry Moffett\moffela01,1978,1978,F,6-8,210,November 5 1954,UNLV
Leo Mogus\mogusle01,1947,1951,F-C,6-4,190,April 13 1921,Youngstown State University
Nazr Mohammed\mohamna01,1999,2016,C,6-10,221,September 5 1977,Kentucky
Jérôme Moïso\moisoje01,2001,2005,F-C,6-10,235,June 15 1978,UCLA
Paul Mokeski\mokespa01,1980,1991,C-F,7-0,250,January 3 1957,Kansas
Jack Molinas\molinja01,1954,1954,F,6-6,200,October 31 1931,Columbia University
Wayne Molis\moliswa01,1967,1968,F,6-8,230,April 17 1943,Lewis
Sidney Moncrief\moncrsi01,1980,1991,G,6-3,180,September 21 1957,Arkansas
Eric Money\moneyer01,1975,1980,G,6-0,170,February 6 1955,Arizona
Sergei Monia\moniase01,2006,2006,F,6-8,220,April 15 1983,
Malik Monk\monkma01,2018,2020,G,6-3,200,February 4 1998,Kentucky
Earl Monroe\monroea01,1968,1980,G,6-3,185,November 21 1944,Winston-Salem State University
Greg Monroe\monrogr01,2011,2019,C-F,6-11,265,June 4 1990,Georgetown
Rodney Monroe\monroro01,1992,1992,G,6-3,185,April 16 1968,NC State
Luis Montero\montelu01,2016,2018,G,6-7,185,April 6 1993,Westchester CC
Howie Montgomery\montgho01,1963,1963,F,6-5,220,August 22 1940,University of Texas-Pan American
Eric Montross\montrer01,1995,2002,C,7-0,270,September 23 1971,UNC
Jamario Moon\moonja01,2008,2012,F,6-8,205,June 13 1980,Meridian Community College
Jim Mooney\mooneji01,1953,1953,F,6-5,215,July 8 1930,Villanova
Andre Moore\moorean01,1988,1988,F,6-9,215,July 2 1964,Loyola Chicago
Ben Moore\moorebe01,2018,2018,F,6-8,220,May 13 1995,SMU
E'Twaun Moore\mooreet01,2012,2020,G-F,6-3,191,February 25 1989,Purdue
Gene Moore\moorege01,1969,1975,C-F,6-9,225,July 29 1945,Saint Louis
Jackie Moore\mooreja01,1955,1957,F,6-5,180,September 24 1932,La Salle
Johnny Moore\moorejo01,1981,1990,G,6-1,175,March 3 1958,Texas
Larry Moore\moorela01,1968,1968,F,6-7,215,,
Lowes Moore\moorelo01,1981,1983,G,6-1,170,May 5 1957,West Virginia
Mikki Moore\mooremi01,1999,2012,C-F,6-11,225,November 4 1975,Nebraska
Otto Moore\mooreot01,1969,1977,C-F,6-11,205,August 27 1946,University of Texas-Pan American
Richard Moore\mooreri01,1968,1968,G,6-2,190,,Hiram Scott College
Ron Moore\moorero01,1988,1988,C,7-0,260,January 16 1962,Salem International University West Virginia State University
Tracy Moore\mooretr01,1992,1997,G-F,6-4,200,December 28 1965,Tulsa
Ja Morant\moranja01,2020,2020,G,6-3,175,August 10 1999,Murray State
Eric Moreland\moreler01,2015,2019,F-C,6-10,238,December 24 1991,Oregon State
Jackie Moreland\morelja01,1961,1970,F-G,6-7,215,March 11 1938,Louisiana Tech
Guy Morgan\morgagu01,1983,1983,G,6-8,205,August 23 1960,Wake Forest
Juwan Morgan\morgaju01,2020,2020,F,6-8,232,April 17 1997,
Rex Morgan\morgare01,1971,1972,G,6-5,190,October 27 1948,Jacksonville University
Elmore Morgenthaler\morgeel01,1947,1949,C,6-9,230,August 3 1922,New Mexico Tech
Darren Morningstar\mornida01,1994,1994,C,6-10,235,April 22 1969,United States Naval Academy Pitt
Chris Morris\morrich01,1989,1999,F,6-8,210,January 20 1966,Auburn
Darius Morris\morrida01,2012,2015,G,6-4,190,January 3 1991,Michigan
Isaiah Morris\morriis01,1993,1993,F,6-8,229,April 2 1969,Arkansas
Jaylen Morris\morrija01,2018,2019,G,6-5,185,September 19 1995,Molloy
Marcus Morris\morrima03,2012,2020,F,6-8,235,September 2 1989,Kansas
Markieff Morris\morrima02,2012,2020,F,6-8,245,September 2 1989,Kansas
Max Morris\morrima01,1950,1950,F-C,6-2,195,March 14 1925,Northwestern
Monte Morris\morrimo01,2018,2020,G,6-2,175,June 27 1995,Iowa State
Randolph Morris\morrira01,2007,2010,C,6-10,266,January 2 1986,Kentucky
Terence Morris\morrite01,2002,2006,F,6-9,221,January 11 1979,Maryland
Adam Morrison\morriad01,2007,2010,F,6-8,205,July 19 1984,Gonzaga
John Morrison\morrijo01,1968,1968,G,6-2,190,May 2 1945,Canisius
Mike Morrison\morrimi01,1990,1990,G,6-4,195,August 16 1967,Loyola College in Maryland
Red Morrison\morrire01,1955,1958,F-C,6-8,220,April 26 1932,Idaho
Anthony Morrow\morroan01,2009,2017,G,6-5,210,September 27 1985,Georgia Tech
Dwayne Morton\mortodw01,1995,1995,F,6-7,195,August 8 1971,Louisville
John Morton\mortojo01,1990,1992,G,6-3,180,May 18 1967,Seton Hall
Richard Morton\mortori01,1989,1989,G,6-3,190,February 2 1966,California State University Fullerton
Glenn Mosley\moslegl01,1978,1979,F,6-8,195,December 26 1955,Seton Hall
Perry Moss\mosspe01,1986,1987,G,6-2,185,November 11 1958,Northeastern University
Lawrence Moten\motenla01,1996,1998,G,6-5,185,March 25 1972,Syracuse
Donatas Motiejūnas\motiedo01,2013,2019,F-C,7-0,222,September 20 1990,
Johnathan Motley\motlejo01,2018,2020,F,6-8,230,May 4 1995,Baylor
Hanno Möttölä\mottoha01,2001,2002,C,6-11,247,September 9 1976,Utah
Arnett Moultrie\moultar01,2013,2014,F,6-11,249,November 18 1990,Texas-El Paso Mississippi State
Rick Mount\mountri01,1971,1975,G,6-3,175,January 5 1947,Purdue
Alonzo Mourning\mournal01,1993,2008,C,6-10,240,February 8 1970,Georgetown
Timofey Mozgov\mozgoti01,2011,2018,C,7-1,275,July 16 1986,
Chuck Mrazovich\mrazoch01,1951,1951,F,6-5,185,February 26 1924,Eastern Kentucky University
Emmanuel Mudiay\mudiaem01,2016,2020,G,6-3,200,March 5 1996,
Erwin Mueller\mueller01,1967,1974,C-F,6-8,230,March 12 1944,San Francisco
Shabazz Muhammad\muhamsh01,2014,2018,F-G,6-6,223,November 13 1992,UCLA
Joe Mullaney\mullajo01,1950,1950,G,6-0,165,November 17 1924,Holy Cross
Bob Mullens\mullebo01,1947,1947,G,6-1,175,November 1 1922,Fordham
Byron Mullens\mulleby01,2010,2014,C,7-0,275,February 14 1989,Ohio State
Chris Mullin\mullich01,1986,2001,F-G,6-6,200,July 30 1963,St. John's
Jeff Mullins\mullije01,1965,1976,G-F,6-4,190,March 18 1942,Duke
Todd Mundt\mundtto01,1996,1996,C,7-0,250,May 17 1970,Memphis Delta State University
Xavier Munford\munfoxa02,2016,2018,G,6-2,180,June 1 1992,Rhode Island
Chris Munk\munkch01,1991,1991,F,6-9,225,August 5 1967,USC
George Munroe\munroge01,1947,1948,G,5-11,170,January 5 1922,Dartmouth College
Eric Murdock\murdoer01,1992,2000,G,6-1,190,June 14 1968,Providence
Gheorghe Mureșan\muresgh01,1994,2000,C,7-7,303,February 14 1971,
Allen Murphy\murphal01,1976,1977,G,6-5,190,July 15 1952,Louisville
Calvin Murphy\murphca01,1971,1983,G,5-9,165,May 9 1948,Niagara University
Dick Murphy\murphdi01,1947,1947,G,6-1,175,March 10 1921,Manhattan College
Erik Murphy\murpher01,2014,2014,F,6-10,230,October 26 1990,Florida
Jay Murphy\murphja01,1985,1988,F,6-9,220,June 26 1962,Boston College
John Murphy\murphjo01,1947,1947,F,6-2,175,September 13 1924,
Kevin Murphy\murphke01,2013,2013,G,6-5,185,March 6 1990,Tennessee Technological University
Ronnie Murphy\murphro01,1988,1988,F,6-5,225,July 29 1964,Jacksonville University
Tod Murphy\murphto01,1988,1994,C-F,6-9,220,December 24 1963,University of California Irvine
Troy Murphy\murphtr01,2002,2013,F-C,6-11,245,May 2 1980,Notre Dame
Dejounte Murray\murrade01,2017,2020,G,6-4,170,September 19 1996,Washington
Jamal Murray\murraja01,2017,2020,G,6-4,201,February 23 1997,Kentucky
Ken Murray\murrake01,1951,1955,G-F,6-2,190,April 20 1928,St. Bonaventure
Lamond Murray\murrala01,1995,2006,F,6-7,236,April 20 1973,California
Ronald Murray\murraro01,2003,2010,G,6-4,190,July 29 1979,Meridian Community College Shaw
Tracy Murray\murratr01,1993,2004,F,6-7,225,July 25 1971,UCLA
Willie Murrell\murrewi01,1968,1970,F,6-6,225,September 13 1941,Kansas State
Dorie Murrey\murredo01,1967,1972,F-C,6-8,215,September 7 1943,Detroit Mercy
Toure' Murry\murryto01,2014,2015,G-F,6-5,195,November 8 1989,Wichita State
Džanan Musa\musadz01,2019,2020,G-F,6-9,217,May 8 1999,
Mike Muscala\muscami01,2014,2020,F-C,6-10,240,July 1 1991,Bucknell
Angelo Musi\musian01,1947,1949,G,5-9,145,July 25 1918,Temple
Jerrod Mustaf\mustaje01,1991,1994,F-C,6-10,238,October 28 1969,Maryland
Dikembe Mutombo\mutomdi01,1992,2009,C,7-2,245,June 25 1966,Georgetown
Martin Müürsepp\muursma01,1997,1998,F,6-9,235,September 26 1974,
Pete Myers\myerspe01,1987,1998,G-F,6-6,180,September 15 1963,Little Rock
Sviatoslav Mykhailiuk\mykhasv01,2019,2020,G-F,6-7,205,June 10 1997,Kansas
